Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
811,2020-04-30,2020-04-30,,ATM Withdrawal,121.51,0.00,377654.92
812,2020-04-30,2020-04-30,,Loan EMI,1040.37,0.00,376614.55
813,2020-05-01,2020-05-01,,Transfer Received,0.00,648.18,377262.73
814,2020-05-01,2020-05-01,,Online Transfer,1012.92,0.00,376249.81
815,2020-05-01,2020-05-01,,Transfer Received,0.00,2973.33,379223.14
816,2020-05-01,2020-05-01,,Utility Payment,221.59,0.00,379001.55
817,2020-05-02,2020-05-01,,Salary Credit,0.00,3275.32,382276.87
818,2020-05-01,2020-05-01,,Transfer Received,0.00,2215.69,384492.56
819,2020-05-01,2020-05-01,,ATM Withdrawal,400.99,0.00,384091.57
820,2020-05-02,2020-05-01,,Investment - Mutual Funds,612.39,0.00,383479.18
821,2020-05-02,2020-05-02,,Online Transfer,1968.33,0.00,381510.85
822,2020-05-01,2020-05-02,,Dining Out,62.40,0.00,381448.45
823,2020-05-03,2020-05-02,,Transfer Received,0.00,2611.51,384059.96
824,2020-05-03,2020-05-02,,Salary Credit,0.00,4162.02,388221.98
825,2020-05-03,2020-05-02,,Groceries - Supermarket,44.73,0.00,388177.25
826,2020-05-03,2020-05-02,,Groceries - Supermarket,186.25,0.00,387991.00
827,2020-05-03,2020-05-03,,ATM Withdrawal,138.98,0.00,387852.02
828,2020-05-03,2020-05-03,,Salary Credit,0.00,2441.08,390293.10
829,2020-05-03,2020-05-03,,Rental Income,0.00,1521.89,391814.99
830,2020-05-03,2020-05-03,,Transfer Received,0.00,1817.49,393632.48
831,2020-05-02,2020-05-03,,Rental Income,0.00,2786.29,396418.77
832,2020-05-03,2020-05-03,,Credit Card Payment,573.28,0.00,395845.49
833,2020-05-02,2020-05-03,,Utility Payment,161.26,0.00,395684.23
834,2020-05-02,2020-05-03,,Dining Out,32.38,0.00,395651.85
835,2020-05-04,2020-05-03,,Transfer Received,0.00,2394.47,398046.32
836,2020-05-03,2020-05-03,,ATM Withdrawal,147.30,0.00,397899.02
837,2020-05-03,2020-05-03,,ATM Withdrawal,163.48,0.00,397735.54
838,2020-05-02,2020-05-03,,Takeout,14.64,0.00,397720.90
839,2020-05-03,2020-05-03,,Utility Payment,222.60,0.00,397498.30
840,2020-05-04,2020-05-04,,Transfer Received,0.00,1213.20,398711.50
841,2020-05-04,2020-05-04,,Credit Card Payment,910.11,0.00,397801.39
842,2020-05-04,2020-05-04,,Utility Payment,229.55,0.00,397571.84
843,2020-05-04,2020-05-04,,Transfer Received,0.00,1967.60,399539.44
844,2020-05-04,2020-05-04,,Groceries - Supermarket,87.44,0.00,399452.00
845,2020-05-05,2020-05-04,100022,Cheque Issued,2753.73,0.00,396698.27
846,2020-05-04,2020-05-04,,Transfer Received,0.00,1328.45,398026.72
847,2020-05-04,2020-05-04,,Utility Payment,71.43,0.00,397955.29
848,2020-05-04,2020-05-04,,Investment Returns,0.00,836.49,398791.78
849,2020-05-03,2020-05-04,,Transfer Received,0.00,864.63,399656.41
850,2020-05-05,2020-05-05,,Online Transfer,1232.99,0.00,398423.42
851,2020-05-06,2020-05-05,,Interest Credited,0.00,73.24,398496.66
852,2020-05-05,2020-05-05,,ATM Withdrawal,380.70,0.00,398115.96
853,2020-05-06,2020-05-06,,Online Transfer,353.26,0.00,397762.70
854,2020-05-06,2020-05-06,,Cash Deposit,0.00,244.39,398007.09
855,2020-05-05,2020-05-06,,Online Transfer,1124.51,0.00,396882.58
856,2020-05-07,2020-05-06,,Transfer Received,0.00,1672.08,398554.66
857,2020-05-06,2020-05-06,,Investment - SIP,671.39,0.00,397883.27
858,2020-05-06,2020-05-06,,ATM Withdrawal,203.97,0.00,397679.30
859,2020-05-07,2020-05-07,,Groceries - Online Delivery,115.44,0.00,397563.86
860,2020-05-07,2020-05-07,,ATM Withdrawal,251.57,0.00,397312.29
861,2020-05-07,2020-05-07,,ATM Withdrawal,374.63,0.00,396937.66
862,2020-05-06,2020-05-07,,Interest Credited,0.00,79.27,397016.93
863,2020-05-07,2020-05-07,,Online Transfer,576.35,0.00,396440.58
864,2020-05-07,2020-05-07,,ATM Withdrawal,25.42,0.00,396415.16
865,2020-05-07,2020-05-07,,Utility Payment,269.04,0.00,396146.12
866,2020-05-07,2020-05-07,,ATM Withdrawal,493.82,0.00,395652.30
867,2020-05-08,2020-05-08,,Dividend Received,0.00,218.04,395870.34
868,2020-05-07,2020-05-08,,Online Transfer,886.62,0.00,394983.72
869,2020-05-08,2020-05-08,,ATM Withdrawal,147.36,0.00,394836.36
870,2020-05-08,2020-05-08,,Salary Credit,0.00,2841.68,397678.04
871,2020-05-07,2020-05-08,100023,Cheque Issued,1383.06,0.00,396294.98
872,2020-05-09,2020-05-09,,Salary Credit,0.00,4593.87,400888.85
873,2020-05-09,2020-05-09,,Investment - SIP,386.93,0.00,400501.92
874,2020-05-08,2020-05-09,,Loan EMI,1225.09,0.00,399276.83
875,2020-05-09,2020-05-09,,Groceries - Online Delivery,114.48,0.00,399162.35
876,2020-05-10,2020-05-09,,Cash Deposit,0.00,703.90,399866.25
877,2020-05-10,2020-05-10,,Dining Out,71.10,0.00,399795.15
878,2020-05-09,2020-05-10,,Salary Credit,0.00,2894.65,402689.80
879,2020-05-11,2020-05-10,,Salary Credit,0.00,2670.63,405360.43
880,2020-05-10,2020-05-10,,Transfer Received,0.00,1183.92,406544.35
881,2020-05-10,2020-05-10,,Transfer Received,0.00,2823.91,409368.26
882,2020-05-10,2020-05-11,,Transfer Received,0.00,2235.36,411603.62
883,2020-05-11,2020-05-11,,ATM Withdrawal,300.84,0.00,411302.78
884,2020-05-12,2020-05-11,,Investment Returns,0.00,284.36,411587.14
885,2020-05-10,2020-05-11,,Dining Out,60.29,0.00,411526.85
886,2020-05-12,2020-05-11,,Online Transfer,1877.68,0.00,409649.17
887,2020-05-10,2020-05-11,,Takeout,49.58,0.00,409599.59
888,2020-05-11,2020-05-11,,Salary Credit,0.00,3060.97,412660.56
889,2020-05-12,2020-05-11,,Groceries - Supermarket,24.78,0.00,412635.78
890,2020-05-11,2020-05-11,,Utility Payment,245.33,0.00,412390.45
891,2020-05-12,2020-05-12,,Credit Card Payment,492.66,0.00,411897.79
892,2020-05-12,2020-05-12,,Credit Card Payment,950.64,0.00,410947.15
893,2020-05-12,2020-05-12,,Transfer Received,0.00,1483.35,412430.50
894,2020-05-12,2020-05-12,,Online Transfer,390.98,0.00,412039.52
895,2020-05-12,2020-05-12,,Investment - Mutual Funds,403.14,0.00,411636.38
896,2020-05-12,2020-05-12,,Interest Credited,0.00,59.82,411696.20
897,2020-05-13,2020-05-13,,Groceries - Supermarket,106.88,0.00,411589.32
898,2020-05-13,2020-05-13,,Online Transfer,1147.29,0.00,410442.03
899,2020-05-13,2020-05-13,,Transfer Received,0.00,728.62,411170.65
900,2020-05-13,2020-05-13,,Credit Card Payment,873.84,0.00,410296.81
901,2020-05-12,2020-05-13,,ATM Withdrawal,224.97,0.00,410071.84
902,2020-05-13,2020-05-13,,Cash Deposit,0.00,587.45,410659.29
903,2020-05-13,2020-05-13,,Groceries - Online Delivery,140.46,0.00,410518.83
904,2020-05-13,2020-05-13,,Salary Credit,0.00,3472.79,413991.62
905,2020-05-13,2020-05-13,,Salary Credit,0.00,3987.13,417978.75
906,2020-05-13,2020-05-13,,Investment Returns,0.00,50.53,418029.28
907,2020-05-14,2020-05-14,,Credit Card Payment,553.13,0.00,417476.15
908,2020-05-14,2020-05-14,,Investment Returns,0.00,122.77,417598.92
909,2020-05-14,2020-05-14,,Transfer Received,0.00,2843.82,420442.74
910,2020-05-16,2020-05-15,,Online Transfer,939.00,0.00,419503.74
911,2020-05-15,2020-05-15,,Dividend Received,0.00,490.82,419994.56
912,2020-05-14,2020-05-15,,Salary Credit,0.00,3199.33,423193.89
913,2020-05-15,2020-05-15,,Interest Credited,0.00,13.01,423206.90
914,2020-05-15,2020-05-15,,Interest Credited,0.00,49.63,423256.53
915,2020-05-16,2020-05-15,,Investment Returns,0.00,699.49,423956.02
916,2020-05-16,2020-05-15,,Online Transfer,1659.72,0.00,422296.30
917,2020-05-15,2020-05-15,,ATM Withdrawal,254.30,0.00,422042.00
918,2020-05-14,2020-05-15,,Dividend Received,0.00,373.64,422415.64
919,2020-05-15,2020-05-15,,ATM Withdrawal,48.92,0.00,422366.72
920,2020-05-14,2020-05-15,,Investment Returns,0.00,940.23,423306.95
921,2020-05-15,2020-05-16,,Investment - SIP,814.89,0.00,422492.06
922,2020-05-16,2020-05-16,,Investment - SIP,954.04,0.00,421538.02
923,2020-05-17,2020-05-16,,Groceries - Supermarket,142.61,0.00,421395.41
924,2020-05-16,2020-05-16,,Takeout,48.79,0.00,421346.62
925,2020-05-16,2020-05-16,,Transfer Received,0.00,2419.45,423766.07
926,2020-05-16,2020-05-16,,Credit Card Payment,999.81,0.00,422766.26
927,2020-05-16,2020-05-16,,Transfer Received,0.00,2361.54,425127.80
928,2020-05-16,2020-05-16,,Dividend Received,0.00,183.63,425311.43
929,2020-05-17,2020-05-16,,Credit Card Payment,325.51,0.00,424985.92
930,2020-05-17,2020-05-17,,Takeout,11.92,0.00,424974.00
931,2020-05-17,2020-05-17,,Groceries - Supermarket,109.00,0.00,424865.00
932,2020-05-17,2020-05-17,,Credit Card Payment,737.66,0.00,424127.34
933,2020-05-17,2020-05-17,,Online Transfer,164.94,0.00,423962.40
934,2020-05-16,2020-05-17,,Daily Essentials,28.80,0.00,423933.60
935,2020-05-19,2020-05-18,,Groceries - Supermarket,105.83,0.00,423827.77
936,2020-05-18,2020-05-18,,Online Transfer,1506.86,0.00,422320.91
937,2020-05-18,2020-05-18,,Salary Credit,0.00,2043.20,424364.11
938,2020-05-18,2020-05-18,,Salary Credit,0.00,2354.16,426718.27
939,2020-05-17,2020-05-18,,Salary Credit,0.00,3591.08,430309.35
940,2020-05-19,2020-05-19,,ATM Withdrawal,32.66,0.00,430276.69
941,2020-05-19,2020-05-19,,Groceries - Supermarket,151.16,0.00,430125.53
942,2020-05-19,2020-05-19,,Credit Card Payment,512.92,0.00,429612.61
943,2020-05-20,2020-05-19,,Transfer Received,0.00,692.21,430304.82
944,2020-05-19,2020-05-19,,ATM Withdrawal,397.95,0.00,429906.87
945,2020-05-18,2020-05-19,100024,Cheque Issued,1583.60,0.00,428323.27
946,2020-05-19,2020-05-19,,Utility Payment,199.39,0.00,428123.88
947,2020-05-20,2020-05-19,,Salary Credit,0.00,2976.00,431099.88
948,2020-05-19,2020-05-19,,Online Transfer,1172.99,0.00,429926.89
949,2020-05-20,2020-05-20,,Credit Card Payment,496.11,0.00,429430.78
950,2020-05-21,2020-05-20,,Transfer Received,0.00,2515.47,431946.25
951,2020-05-20,2020-05-20,,Coffee Shop,18.41,0.00,431927.84
952,2020-05-21,2020-05-20,,ATM Withdrawal,376.84,0.00,431551.00
953,2020-05-20,2020-05-20,,Salary Credit,0.00,3101.03,434652.03
954,2020-05-21,2020-05-20,,Transfer Received,0.00,2907.51,437559.54
955,2020-05-21,2020-05-21,,Transfer Received,0.00,2861.22,440420.76
956,2020-05-21,2020-05-21,,Online Transfer,1219.64,0.00,439201.12
957,2020-05-21,2020-05-21,,Transfer Received,0.00,2782.37,441983.49
958,2020-05-20,2020-05-21,,Utility Payment,250.79,0.00,441732.70
959,2020-05-21,2020-05-21,,ATM Withdrawal,245.55,0.00,441487.15
960,2020-05-21,2020-05-21,,Utility Payment,71.01,0.00,441416.14
961,2020-05-22,2020-05-22,,Transfer Received,0.00,1369.41,442785.55
962,2020-05-22,2020-05-22,,ATM Withdrawal,453.28,0.00,442332.27
963,2020-05-22,2020-05-22,,Salary Credit,0.00,4289.10,446621.37
964,2020-05-22,2020-05-22,,Transfer Received,0.00,704.75,447326.12
965,2020-05-21,2020-05-22,,Groceries - Supermarket,43.96,0.00,447282.16
966,2020-05-22,2020-05-22,,Utility Payment,58.52,0.00,447223.64
967,2020-05-22,2020-05-22,,ATM Withdrawal,174.86,0.00,447048.78
968,2020-05-22,2020-05-22,,Transfer Received,0.00,2110.70,449159.48
969,2020-05-22,2020-05-22,,ATM Withdrawal,463.01,0.00,448696.47
970,2020-05-22,2020-05-22,,Transfer Received,0.00,2150.27,450846.74
971,2020-05-23,2020-05-23,,Groceries - Online Delivery,83.65,0.00,450763.09
972,2020-05-23,2020-05-23,,Transfer Received,0.00,744.16,451507.25
973,2020-05-22,2020-05-23,,Salary Credit,0.00,3572.39,455079.64
974,2020-05-23,2020-05-23,,Transfer Received,0.00,1919.52,456999.16
975,2020-05-22,2020-05-23,,Interest Credited,0.00,43.19,457042.35
976,2020-05-23,2020-05-23,,Transfer Received,0.00,790.61,457832.96
977,2020-05-24,2020-05-23,,Groceries - Supermarket,90.15,0.00,457742.81
978,2020-05-24,2020-05-24,,Online Transfer,224.22,0.00,457518.59
979,2020-05-24,2020-05-24,,Credit Card Payment,764.63,0.00,456753.96
980,2020-05-24,2020-05-24,,Salary Credit,0.00,3186.82,459940.78
981,2020-05-25,2020-05-24,,Investment - Mutual Funds,1232.32,0.00,458708.46
982,2020-05-24,2020-05-24,,Online Transfer,1429.41,0.00,457279.05
983,2020-05-24,2020-05-24,,ATM Withdrawal,101.81,0.00,457177.24
984,2020-05-24,2020-05-24,,Utility Payment,214.68,0.00,456962.56
985,2020-05-26,2020-05-25,100025,Cheque Issued,1665.48,0.00,455297.08
986,2020-05-25,2020-05-25,,Transfer Received,0.00,852.60,456149.68
987,2020-05-25,2020-05-25,,Utility Payment,133.24,0.00,456016.44
988,2020-05-25,2020-05-25,,ATM Withdrawal,380.90,0.00,455635.54
989,2020-05-24,2020-05-25,,Takeout,42.27,0.00,455593.27
990,2020-05-26,2020-05-25,,Online Transfer,290.46,0.00,455302.81
991,2020-05-25,2020-05-25,,Salary Credit,0.00,4208.37,459511.18
992,2020-05-25,2020-05-25,,Investment - Mutual Funds,706.79,0.00,458804.39
993,2020-05-24,2020-05-25,,Transfer Received,0.00,1362.06,460166.45
994,2020-05-26,2020-05-26,,Dining Out,17.22,0.00,460149.23
995,2020-05-26,2020-05-26,,Online Transfer,1246.36,0.00,458902.87
996,2020-05-26,2020-05-26,,Transfer Received,0.00,2355.99,461258.86
997,2020-05-27,2020-05-26,,Salary Credit,0.00,4546.69,465805.55
998,2020-05-26,2020-05-26,,Online Transfer,1432.90,0.00,464372.65
999,2020-05-27,2020-05-27,,Credit Card Payment,677.36,0.00,463695.29
1000,2020-05-27,2020-05-27,,ATM Withdrawal,496.20,0.00,463199.09
1001,2020-05-27,2020-05-27,,Credit Card Payment,902.80,0.00,462296.29
1002,2020-05-28,2020-05-28,,Salary Credit,0.00,3757.04,466053.33
1003,2020-05-28,2020-05-28,,ATM Withdrawal,343.50,0.00,465709.83
1004,2020-05-27,2020-05-28,,Interest Credited,0.00,22.88,465732.71
1005,2020-05-29,2020-05-28,,Credit Card Payment,541.22,0.00,465191.49
1006,2020-05-28,2020-05-28,,Interest Credited,0.00,84.01,465275.50
1007,2020-05-28,2020-05-28,,Credit Card Payment,500.45,0.00,464775.05
1008,2020-05-29,2020-05-29,,Rental Income,0.00,2921.63,467696.68
1009,2020-05-29,2020-05-29,,Cash Deposit,0.00,373.49,468070.17
1010,2020-05-29,2020-05-29,,Daily Essentials,6.69,0.00,468063.48
1011,2020-05-29,2020-05-29,,ATM Withdrawal,44.70,0.00,468018.78
1012,2020-05-28,2020-05-29,,Transfer Received,0.00,755.04,468773.82
1013,2020-05-29,2020-05-29,,Online Transfer,1261.96,0.00,467511.86
1014,2020-05-30,2020-05-30,,Groceries - Supermarket,85.65,0.00,467426.21
1015,2020-05-30,2020-05-30,,Takeout,13.98,0.00,467412.23
1016,2020-05-30,2020-05-30,,Transfer Received,0.00,1411.07,468823.30
1017,2020-05-30,2020-05-30,,Transfer Received,0.00,2948.09,471771.39
1018,2020-05-30,2020-05-30,,ATM Withdrawal,427.83,0.00,471343.56
1019,2020-05-29,2020-05-30,,Salary Credit,0.00,3057.25,474400.81
1020,2020-05-30,2020-05-30,,Online Transfer,1314.81,0.00,473086.00
1021,2020-05-31,2020-05-31,,Groceries - Supermarket,135.93,0.00,472950.07
1022,2020-05-31,2020-05-31,,Transfer Received,0.00,2195.63,475145.70
1023,2020-05-31,2020-05-31,,Online Transfer,1175.04,0.00,473970.66
1024,2020-05-31,2020-05-31,,Groceries - Online Delivery,102.68,0.00,473867.98
1025,2020-05-31,2020-05-31,100026,Cheque Issued,771.25,0.00,473096.73
1026,2020-05-31,2020-05-31,,Utility Payment,283.06,0.00,472813.67
1027,2020-06-01,2020-05-31,,Salary Credit,0.00,2112.51,474926.18
1028,2020-06-01,2020-05-31,,Credit Card Payment,548.32,0.00,474377.86
1029,2020-05-30,2020-05-31,,Groceries - Supermarket,173.62,0.00,474204.24
1030,2020-05-30,2020-05-31,,Salary Credit,0.00,4078.82,478283.06
1031,2020-05-31,2020-05-31,,Salary Credit,0.00,4939.89,483222.95
1032,2020-05-31,2020-05-31,,Investment - Stocks,3405.19,0.00,479817.76
1033,2020-05-31,2020-05-31,,Rental Income,0.00,2194.90,482012.66
1034,2020-05-31,2020-05-31,,Transfer Received,0.00,923.26,482935.92
1035,2020-06-01,2020-05-31,,Loan EMI,1332.69,0.00,481603.23
1036,2020-05-31,2020-06-01,,ATM Withdrawal,216.92,0.00,481386.31
1037,2020-06-01,2020-06-01,,ATM Withdrawal,97.66,0.00,481288.65
1038,2020-06-01,2020-06-01,,Salary Credit,0.00,4833.23,486121.88
1039,2020-06-01,2020-06-01,,Transfer Received,0.00,1385.99,487507.87
1040,2020-06-01,2020-06-01,,Credit Card Payment,647.95,0.00,486859.92
1041,2020-06-01,2020-06-01,,Groceries - Supermarket,62.51,0.00,486797.41
1042,2020-05-31,2020-06-01,,Dining Out,86.99,0.00,486710.42
1043,2020-06-02,2020-06-01,,ATM Withdrawal,251.14,0.00,486459.28
1044,2020-06-01,2020-06-01,,Groceries - Online Delivery,144.69,0.00,486314.59
1045,2020-06-02,2020-06-02,,Rental Income,0.00,1887.87,488202.46
1046,2020-06-03,2020-06-02,,Dining Out,28.60,0.00,488173.86
1047,2020-06-02,2020-06-02,,Groceries - Supermarket,91.68,0.00,488082.18
1048,2020-06-03,2020-06-02,,Transfer Received,0.00,1090.32,489172.50
1049,2020-06-02,2020-06-02,,Transfer Received,0.00,2245.31,491417.81
1050,2020-06-03,2020-06-02,,Transfer Received,0.00,1174.09,492591.90
1051,2020-06-03,2020-06-03,,Salary Credit,0.00,4172.91,496764.81
1052,2020-06-03,2020-06-03,,Salary Credit,0.00,4715.56,501480.37
1053,2020-06-02,2020-06-03,,Salary Credit,0.00,2854.37,504334.74
1054,2020-06-02,2020-06-03,,Transfer Received,0.00,1445.84,505780.58
1055,2020-06-03,2020-06-03,,Salary Credit,0.00,2924.55,508705.13
1056,2020-06-03,2020-06-03,,Utility Payment,281.44,0.00,508423.69
1057,2020-06-03,2020-06-03,,Credit Card Payment,231.25,0.00,508192.44
1058,2020-06-04,2020-06-03,,ATM Withdrawal,401.95,0.00,507790.49
1059,2020-06-04,2020-06-04,,Rental Income,0.00,1471.39,509261.88
1060,2020-06-04,2020-06-04,,Daily Essentials,29.80,0.00,509232.08
1061,2020-06-05,2020-06-04,,Credit Card Payment,492.49,0.00,508739.59
1062,2020-06-05,2020-06-05,,Investment - Mutual Funds,1677.74,0.00,507061.85
1063,2020-06-05,2020-06-05,,Transfer Received,0.00,1973.27,509035.12
1064,2020-06-04,2020-06-05,,Dining Out,89.08,0.00,508946.04
1065,2020-06-05,2020-06-05,,Credit Card Payment,864.98,0.00,508081.06
1066,2020-06-05,2020-06-05,,Daily Essentials,6.20,0.00,508074.86
1067,2020-06-06,2020-06-05,,Transfer Received,0.00,1047.88,509122.74
1068,2020-06-06,2020-06-05,,Salary Credit,0.00,2768.27,511891.01
1069,2020-06-06,2020-06-06,,Rental Income,0.00,1137.72,513028.73
1070,2020-06-06,2020-06-06,,ATM Withdrawal,408.51,0.00,512620.22
1071,2020-06-06,2020-06-06,,Transfer Received,0.00,2398.44,515018.66
1072,2020-06-06,2020-06-06,,ATM Withdrawal,157.20,0.00,514861.46
1073,2020-06-06,2020-06-06,,Groceries - Online Delivery,118.47,0.00,514742.99
1074,2020-06-05,2020-06-06,,Transfer Received,0.00,1329.72,516072.71
1075,2020-06-08,2020-06-07,,Groceries - Online Delivery,75.90,0.00,515996.81
1076,2020-06-07,2020-06-07,,Transfer Received,0.00,2259.49,518256.30
1077,2020-06-07,2020-06-07,,Transfer Received,0.00,1698.56,519954.86
1078,2020-06-06,2020-06-07,,Transfer Received,0.00,2411.73,522366.59
1079,2020-06-07,2020-06-07,,Transfer Received,0.00,2111.72,524478.31
1080,2020-06-07,2020-06-07,,ATM Withdrawal,217.51,0.00,524260.80
1081,2020-06-06,2020-06-07,,Groceries - Supermarket,44.24,0.00,524216.56
1082,2020-06-08,2020-06-08,,Salary Credit,0.00,4855.48,529072.04
1083,2020-06-08,2020-06-08,,Online Transfer,1294.11,0.00,527777.93
1084,2020-06-08,2020-06-08,,Transfer Received,0.00,2534.63,530312.56
1085,2020-06-08,2020-06-08,,Credit Card Payment,495.14,0.00,529817.42
1086,2020-06-08,2020-06-08,,Credit Card Payment,562.33,0.00,529255.09
1087,2020-06-08,2020-06-08,,Transfer Received,0.00,605.65,529860.74
1088,2020-06-09,2020-06-08,,Groceries - Supermarket,38.48,0.00,529822.26
1089,2020-06-08,2020-06-08,,Credit Card Payment,554.93,0.00,529267.33
1090,2020-06-09,2020-06-09,,Salary Credit,0.00,4343.73,533611.06
1091,2020-06-09,2020-06-09,,Credit Card Payment,916.90,0.00,532694.16
1092,2020-06-09,2020-06-09,,Transfer Received,0.00,669.19,533363.35
1093,2020-06-09,2020-06-09,,Transfer Received,0.00,1578.35,534941.70
1094,2020-06-09,2020-06-09,,Salary Credit,0.00,4772.49,539714.19
1095,2020-06-09,2020-06-09,,Interest Credited,0.00,42.01,539756.20
1096,2020-06-09,2020-06-09,,Rental Income,0.00,2926.72,542682.92
1097,2020-06-09,2020-06-09,,Salary Credit,0.00,2044.89,544727.81
1098,2020-06-09,2020-06-09,,Transfer Received,0.00,1169.52,545897.33
1099,2020-06-10,2020-06-10,,ATM Withdrawal,273.68,0.00,545623.65
1100,2020-06-10,2020-06-10,,Utility Payment,292.57,0.00,545331.08
1101,2020-06-10,2020-06-10,,Takeout,17.92,0.00,545313.16
1102,2020-06-10,2020-06-10,,Transfer Received,0.00,1736.16,547049.32
1103,2020-06-10,2020-06-10,,Dining Out,26.69,0.00,547022.63
1104,2020-06-11,2020-06-10,,Credit Card Payment,659.39,0.00,546363.24
1105,2020-06-11,2020-06-10,,Online Transfer,1111.69,0.00,545251.55
1106,2020-06-11,2020-06-11,,Loan EMI,1202.69,0.00,544048.86
1107,2020-06-11,2020-06-11,,Salary Credit,0.00,2566.38,546615.24
1108,2020-06-11,2020-06-11,,Investment Returns,0.00,480.89,547096.13
1109,2020-06-10,2020-06-11,,Salary Credit,0.00,3189.97,550286.10
1110,2020-06-11,2020-06-12,,Interest Credited,0.00,98.56,550384.66
1111,2020-06-11,2020-06-12,,Salary Credit,0.00,2550.25,552934.91
1112,2020-06-12,2020-06-12,,Groceries - Supermarket,186.60,0.00,552748.31
1113,2020-06-13,2020-06-12,,Online Transfer,1000.05,0.00,551748.26
1114,2020-06-12,2020-06-13,,Loan EMI,850.14,0.00,550898.12
1115,2020-06-13,2020-06-13,,Transfer Received,0.00,2426.08,553324.20
1116,2020-06-12,2020-06-13,,Interest Credited,0.00,97.59,553421.79
1117,2020-06-13,2020-06-13,,Transfer Received,0.00,633.82,554055.61
1118,2020-06-13,2020-06-13,,Groceries - Supermarket,161.79,0.00,553893.82
1119,2020-06-13,2020-06-13,,Transfer Received,0.00,861.15,554754.97
1120,2020-06-13,2020-06-13,,Transfer Received,0.00,889.06,555644.03
1121,2020-06-13,2020-06-14,,Salary Credit,0.00,4833.07,560477.10
1122,2020-06-14,2020-06-14,,Salary Credit,0.00,2596.79,563073.89
1123,2020-06-13,2020-06-14,,Loan EMI,1860.44,0.00,561213.45
1124,2020-06-13,2020-06-14,,Salary Credit,0.00,4052.80,565266.25
1125,2020-06-15,2020-06-15,,Loan EMI,576.38,0.00,564689.87
1126,2020-06-15,2020-06-15,,Groceries - Supermarket,104.10,0.00,564585.77
1127,2020-06-14,2020-06-15,,Interest Credited,0.00,68.72,564654.49
1128,2020-06-15,2020-06-15,,ATM Withdrawal,264.74,0.00,564389.75
1129,2020-06-15,2020-06-15,,Dividend Received,0.00,322.46,564712.21
1130,2020-06-15,2020-06-15,100027,Cheque Issued,763.64,0.00,563948.57
1131,2020-06-15,2020-06-15,,Online Transfer,1552.00,0.00,562396.57
1132,2020-06-15,2020-06-15,,Salary Credit,0.00,3102.01,565498.58
1133,2020-06-15,2020-06-15,,Loan EMI,1369.29,0.00,564129.29
1134,2020-06-14,2020-06-15,,Credit Card Payment,895.71,0.00,563233.58
1135,2020-06-15,2020-06-15,,Online Transfer,101.65,0.00,563131.93
1136,2020-06-15,2020-06-15,,Transfer Received,0.00,2829.93,565961.86
1137,2020-06-16,2020-06-16,,Utility Payment,78.09,0.00,565883.77
1138,2020-06-16,2020-06-16,,Transfer Received,0.00,524.76,566408.53
1139,2020-06-16,2020-06-16,,ATM Withdrawal,272.92,0.00,566135.61
1140,2020-06-16,2020-06-16,,Transfer Received,0.00,1451.88,567587.49
1141,2020-06-16,2020-06-16,,ATM Withdrawal,274.46,0.00,567313.03
1142,2020-06-16,2020-06-16,,Credit Card Payment,320.94,0.00,566992.09
1143,2020-06-17,2020-06-17,,Salary Credit,0.00,4695.47,571687.56
1144,2020-06-16,2020-06-17,,Transfer Received,0.00,1946.76,573634.32
1145,2020-06-17,2020-06-17,,Online Transfer,277.96,0.00,573356.36
1146,2020-06-18,2020-06-17,,ATM Withdrawal,185.79,0.00,573170.57
1147,2020-06-17,2020-06-17,,Groceries - Supermarket,178.90,0.00,572991.67
1148,2020-06-17,2020-06-17,,Transfer Received,0.00,1887.66,574879.33
1149,2020-06-17,2020-06-17,,Salary Credit,0.00,2062.53,576941.86
1150,2020-06-17,2020-06-18,,Transfer Received,0.00,1415.99,578357.85
1151,2020-06-18,2020-06-19,,Investment - SIP,109.31,0.00,578248.54
1152,2020-06-20,2020-06-19,,ATM Withdrawal,230.16,0.00,578018.38
1153,2020-06-19,2020-06-19,,Transfer Received,0.00,2942.97,580961.35
1154,2020-06-18,2020-06-19,,Credit Card Payment,342.01,0.00,580619.34
1155,2020-06-18,2020-06-19,,Salary Credit,0.00,4080.31,584699.65
1156,2020-06-18,2020-06-19,,ATM Withdrawal,162.81,0.00,584536.84
1157,2020-06-19,2020-06-19,,Groceries - Supermarket,37.20,0.00,584499.64
1158,2020-06-20,2020-06-20,,ATM Withdrawal,441.11,0.00,584058.53
1159,2020-06-20,2020-06-20,,Salary Credit,0.00,3289.94,587348.47
1160,2020-06-19,2020-06-20,,Takeout,27.47,0.00,587321.00
1161,2020-06-19,2020-06-20,,Groceries - Supermarket,29.91,0.00,587291.09
1162,2020-06-20,2020-06-20,,Interest Credited,0.00,14.99,587306.08
1163,2020-06-20,2020-06-20,,Groceries - Supermarket,172.99,0.00,587133.09
1164,2020-06-20,2020-06-20,,Transfer Received,0.00,2945.78,590078.87
1165,2020-06-21,2020-06-21,,Groceries - Supermarket,115.54,0.00,589963.33
1166,2020-06-21,2020-06-21,,Takeout,10.81,0.00,589952.52
1167,2020-06-21,2020-06-21,,Transfer Received,0.00,2589.74,592542.26
1168,2020-06-20,2020-06-21,,Transfer Received,0.00,868.71,593410.97
